slot_id,checkin_timestamp,checkout_timestamp,day_of_week,slot_type,event_type,is_event_day,wait_time_minute
B1,2025-01-13 16:12:00,2025-01-13 18:12:00,Monday,bike,regular,0,2
A1,2025-01-13 17:02:00,2025-01-13 18:28:00,Monday,abled,regular,0,16
C1,2025-01-13 17:13:00,2025-01-13 19:07:00,Monday,car,regular,0,16
C1,2025-01-13 17:18:00,2025-01-13 19:59:00,Monday,car,regular,0,16
C1,2025-01-13 18:21:00,2025-01-13 19:54:00,Monday,car,regular,0,28
A1,2025-01-13 18:24:00,2025-01-13 20:54:00,Monday,abled,regular,0,27
C2,2025-01-13 19:07:00,2025-01-13 21:34:00,Monday,car,regular,0,20
B1,2025-01-13 19:32:00,2025-01-13 21:50:00,Monday,bike,regular,0,16
A1,2025-01-13 19:50:00,2025-01-13 22:21:00,Monday,abled,regular,0,21
C1,2025-01-13 20:26:00,2025-01-13 23:12:00,Monday,car,regular,0,18
A1,2025-01-13 21:01:00,2025-01-13 23:01:00,Monday,abled,regular,0,4
B2,2025-01-13 21:05:00,2025-01-13 23:41:00,Monday,bike,regular,0,1
C3,2025-01-13 21:20:00,2025-01-13 23:22:00,Monday,car,regular,0,3
C2,2025-01-13 21:22:00,2025-01-13 23:29:00,Monday,car,regular,0,1
C2,2025-01-13 22:17:00,2025-01-13 22:58:00,Monday,car,regular,0,4
B1,2025-01-13 23:46:00,2025-01-14 00:18:00,Monday,bike,regular,0,3
C2,2025-01-14 00:12:00,2025-01-14 01:04:00,Tuesday,car,regular,0,4
C3,2025-01-14 00:47:00,2025-01-14 01:39:00,Tuesday,car,regular,0,4
A1,2025-01-14 01:19:00,2025-01-14 04:08:00,Tuesday,abled,regular,0,0
C2,2025-01-14 01:58:00,2025-01-14 04:19:00,Tuesday,car,regular,0,5
C2,2025-01-14 02:38:00,2025-01-14 05:24:00,Tuesday,car,regular,0,4
A1,2025-01-14 05:43:00,2025-01-14 07:37:00,Tuesday,abled,regular,0,4
B1,2025-01-14 07:03:00,2025-01-14 09:22:00,Tuesday,bike,regular,0,1
C1,2025-01-14 07:53:00,2025-01-14 10:31:00,Tuesday,car,regular,0,2
C1,2025-01-14 08:23:00,2025-01-14 10:54:00,Tuesday,car,regular,0,2
B1,2025-01-14 08:41:00,2025-01-14 09:53:00,Tuesday,bike,regular,0,0
B2,2025-01-14 08:53:00,2025-01-14 10:50:00,Tuesday,bike,regular,0,2
C2,2025-01-14 09:24:00,2025-01-14 11:24:00,Tuesday,car,regular,0,4
C2,2025-01-14 09:59:00,2025-01-14 12:29:00,Tuesday,car,regular,0,5
B1,2025-01-14 10:00:00,2025-01-14 12:38:00,Tuesday,bike,regular,0,5
A1,2025-01-14 10:48:00,2025-01-14 12:47:00,Tuesday,abled,regular,0,2
C3,2025-01-14 11:35:00,2025-01-14 12:07:00,Tuesday,car,regular,0,5
C2,2025-01-14 11:36:00,2025-01-14 14:33:00,Tuesday,car,regular,0,5
C1,2025-01-14 12:48:00,2025-01-14 14:48:00,Tuesday,car,regular,0,2
A1,2025-01-14 13:01:00,2025-01-14 16:01:00,Tuesday,abled,regular,0,3
A1,2025-01-14 13:22:00,2025-01-14 15:11:00,Tuesday,abled,regular,0,0
B2,2025-01-14 13:57:00,2025-01-14 16:38:00,Tuesday,bike,regular,0,4
A1,2025-01-14 14:27:00,2025-01-14 17:23:00,Tuesday,abled,regular,0,1
C3,2025-01-14 16:18:00,2025-01-14 18:50:00,Tuesday,car,regular,0,4
C1,2025-01-14 16:32:00,2025-01-14 17:27:00,Tuesday,car,regular,0,3
C2,2025-01-14 17:52:00,2025-01-14 20:21:00,Tuesday,car,regular,0,6
A1,2025-01-14 17:58:00,2025-01-14 20:50:00,Tuesday,abled,regular,0,7
C3,2025-01-14 18:07:00,2025-01-14 20:28:00,Tuesday,car,regular,0,24
C1,2025-01-14 18:41:00,2025-01-14 19:41:00,Tuesday,car,regular,0,30
C2,2025-01-14 18:52:00,2025-01-14 21:47:00,Tuesday,car,regular,0,25
C3,2025-01-14 20:07:00,2025-01-14 21:52:00,Tuesday,car,regular,0,9
C2,2025-01-14 20:08:00,2025-01-14 21:57:00,Tuesday,car,regular,0,24
C2,2025-01-14 21:45:00,2025-01-14 23:56:00,Tuesday,car,regular,0,0
B1,2025-01-14 23:03:00,2025-01-15 00:51:00,Tuesday,bike,regular,0,3
B1,2025-01-14 23:07:00,2025-01-15 00:58:00,Tuesday,bike,regular,0,5
A1,2025-01-15 00:27:00,2025-01-15 02:02:00,Wednesday,abled,regular,0,0
A1,2025-01-15 01:30:00,2025-01-15 03:55:00,Wednesday,abled,regular,0,1
B2,2025-01-15 04:27:00,2025-01-15 05:10:00,Wednesday,bike,regular,0,2
C2,2025-01-15 04:44:00,2025-01-15 06:17:00,Wednesday,car,regular,0,1
B2,2025-01-15 04:57:00,2025-01-15 07:55:00,Wednesday,bike,regular,0,2
C2,2025-01-15 07:59:00,2025-01-15 08:29:00,Wednesday,car,regular,0,0
B2,2025-01-15 08:43:00,2025-01-15 09:17:00,Wednesday,bike,regular,0,2
C1,2025-01-15 08:53:00,2025-01-15 11:53:00,Wednesday,car,regular,0,1
A1,2025-01-15 09:13:00,2025-01-15 09:59:00,Wednesday,abled,regular,0,1
C1,2025-01-15 10:00:00,2025-01-15 12:03:00,Wednesday,car,regular,0,3
B2,2025-01-15 10:32:00,2025-01-15 13:19:00,Wednesday,bike,regular,0,1
B1,2025-01-15 10:49:00,2025-01-15 12:58:00,Wednesday,bike,regular,0,4
C3,2025-01-15 11:36:00,2025-01-15 14:03:00,Wednesday,car,regular,0,3
B2,2025-01-15 12:13:00,2025-01-15 13:51:00,Wednesday,bike,regular,0,5
B2,2025-01-15 12:18:00,2025-01-15 14:52:00,Wednesday,bike,regular,0,2
C1,2025-01-15 12:19:00,2025-01-15 14:05:00,Wednesday,car,regular,0,3
B1,2025-01-15 12:19:00,2025-01-15 13:57:00,Wednesday,bike,regular,0,0
B1,2025-01-15 13:04:00,2025-01-15 16:00:00,Wednesday,bike,regular,0,3
C2,2025-01-15 15:14:00,2025-01-15 17:44:00,Wednesday,car,regular,0,5
B2,2025-01-15 15:45:00,2025-01-15 18:27:00,Wednesday,bike,regular,0,4
B1,2025-01-15 16:00:00,2025-01-15 17:21:00,Wednesday,bike,regular,0,0
C3,2025-01-15 16:41:00,2025-01-15 18:25:00,Wednesday,car,regular,0,1
C1,2025-01-15 17:41:00,2025-01-15 20:25:00,Wednesday,car,regular,0,22
C2,2025-01-15 17:41:00,2025-01-15 19:47:00,Wednesday,car,regular,0,9
A1,2025-01-15 20:59:00,2025-01-15 21:49:00,Wednesday,abled,regular,0,20
B1,2025-01-15 22:49:00,2025-01-16 00:23:00,Wednesday,bike,regular,0,3
C2,2025-01-16 00:03:00,2025-01-16 01:41:00,Thursday,car,regular,0,4
C3,2025-01-16 01:09:00,2025-01-16 03:39:00,Thursday,car,regular,0,1
C3,2025-01-16 01:46:00,2025-01-16 04:31:00,Thursday,car,regular,0,4
B1,2025-01-16 02:20:00,2025-01-16 04:55:00,Thursday,bike,regular,0,0
B1,2025-01-16 03:19:00,2025-01-16 04:57:00,Thursday,bike,regular,0,2
B1,2025-01-16 03:42:00,2025-01-16 04:53:00,Thursday,bike,regular,0,3
B2,2025-01-16 05:20:00,2025-01-16 07:29:00,Thursday,bike,regular,0,5
B2,2025-01-16 05:50:00,2025-01-16 07:13:00,Thursday,bike,regular,0,5
C2,2025-01-16 06:12:00,2025-01-16 06:44:00,Thursday,car,regular,0,1
C2,2025-01-16 06:41:00,2025-01-16 08:38:00,Thursday,car,regular,0,5
B1,2025-01-16 07:41:00,2025-01-16 09:00:00,Thursday,bike,regular,0,1
C2,2025-01-16 10:50:00,2025-01-16 13:25:00,Thursday,car,regular,0,2
B1,2025-01-16 10:53:00,2025-01-16 13:50:00,Thursday,bike,regular,0,5
B2,2025-01-16 11:20:00,2025-01-16 14:04:00,Thursday,bike,regular,0,2
A1,2025-01-16 13:24:00,2025-01-16 14:46:00,Thursday,abled,regular,0,3
C2,2025-01-16 13:32:00,2025-01-16 15:05:00,Thursday,car,regular,0,5
C2,2025-01-16 13:34:00,2025-01-16 14:48:00,Thursday,car,regular,0,4
A1,2025-01-16 13:56:00,2025-01-16 15:08:00,Thursday,abled,regular,0,2
B1,2025-01-16 16:11:00,2025-01-16 16:43:00,Thursday,bike,regular,0,3
B2,2025-01-16 16:13:00,2025-01-16 18:33:00,Thursday,bike,regular,0,2
C2,2025-01-16 16:30:00,2025-01-16 18:50:00,Thursday,car,regular,0,2
C1,2025-01-16 16:33:00,2025-01-16 18:10:00,Thursday,car,regular,0,0
C2,2025-01-16 16:37:00,2025-01-16 17:10:00,Thursday,car,regular,0,2
B2,2025-01-16 18:25:00,2025-01-16 19:42:00,Thursday,bike,regular,0,20
A1,2025-01-16 18:47:00,2025-01-16 19:42:00,Thursday,abled,regular,0,27
B1,2025-01-16 19:14:00,2025-01-16 21:20:00,Thursday,bike,regular,0,6
B2,2025-01-16 19:33:00,2025-01-16 22:33:00,Thursday,bike,regular,0,5
C1,2025-01-16 20:07:00,2025-01-16 20:39:00,Thursday,car,regular,0,8
B1,2025-01-16 22:05:00,2025-01-17 01:02:00,Thursday,bike,regular,0,4
C2,2025-01-16 22:24:00,2025-01-17 00:29:00,Thursday,car,regular,0,3
C3,2025-01-16 22:49:00,2025-01-16 23:56:00,Thursday,car,regular,0,2
C1,2025-01-16 23:02:00,2025-01-16 23:58:00,Thursday,car,regular,0,3
C2,2025-01-16 23:06:00,2025-01-17 01:27:00,Thursday,car,regular,0,4
B2,2025-01-16 23:19:00,2025-01-17 01:38:00,Thursday,bike,regular,0,1
C1,2025-01-16 23:42:00,2025-01-17 02:14:00,Thursday,car,regular,0,0
C3,2025-01-17 00:25:00,2025-01-17 03:15:00,Friday,car,regular,0,0
C1,2025-01-17 00:26:00,2025-01-17 02:35:00,Friday,car,salesday,1,4
A1,2025-01-17 00:41:00,2025-01-17 02:15:00,Friday,abled,salesday,1,3
B2,2025-01-17 00:44:00,2025-01-17 02:43:00,Friday,bike,salesday,1,2
B2,2025-01-17 00:47:00,2025-01-17 02:20:00,Friday,bike,salesday,1,3
A1,2025-01-17 01:18:00,2025-01-17 02:23:00,Friday,abled,salesday,1,2
C3,2025-01-17 03:07:00,2025-01-17 06:04:00,Friday,car,salesday,1,1
B1,2025-01-17 03:30:00,2025-01-17 04:24:00,Friday,bike,salesday,1,4
B1,2025-01-17 05:33:00,2025-01-17 07:24:00,Friday,bike,salesday,1,2
B1,2025-01-17 05:36:00,2025-01-17 07:49:00,Friday,bike,salesday,1,2
C2,2025-01-17 05:37:00,2025-01-17 06:45:00,Friday,car,salesday,1,2
B1,2025-01-17 06:38:00,2025-01-17 07:34:00,Friday,bike,salesday,1,5
A1,2025-01-17 07:13:00,2025-01-17 09:43:00,Friday,abled,salesday,1,3
B1,2025-01-17 07:15:00,2025-01-17 08:25:00,Friday,bike,salesday,1,2
C2,2025-01-17 07:19:00,2025-01-17 10:13:00,Friday,car,salesday,1,0
A1,2025-01-17 07:42:00,2025-01-17 09:04:00,Friday,abled,salesday,1,3
B2,2025-01-17 08:11:00,2025-01-17 08:44:00,Friday,bike,salesday,1,0
C1,2025-01-17 08:57:00,2025-01-17 11:33:00,Friday,car,salesday,1,0
A1,2025-01-17 11:22:00,2025-01-17 13:15:00,Friday,abled,salesday,1,2
C2,2025-01-17 11:51:00,2025-01-17 13:40:00,Friday,car,salesday,1,4
C1,2025-01-17 11:58:00,2025-01-17 14:51:00,Friday,car,salesday,1,0
B1,2025-01-17 13:15:00,2025-01-17 15:00:00,Friday,bike,salesday,1,5
C1,2025-01-17 14:07:00,2025-01-17 15:38:00,Friday,car,salesday,1,2
B2,2025-01-17 14:20:00,2025-01-17 16:54:00,Friday,bike,salesday,1,5
B1,2025-01-17 14:21:00,2025-01-17 16:03:00,Friday,bike,salesday,1,5
C2,2025-01-17 14:40:00,2025-01-17 15:35:00,Friday,car,salesday,1,5
C1,2025-01-17 15:07:00,2025-01-17 18:06:00,Friday,car,salesday,1,0
C1,2025-01-17 15:34:00,2025-01-17 17:44:00,Friday,car,salesday,1,4
B2,2025-01-17 16:03:00,2025-01-17 18:03:00,Friday,bike,salesday,1,0
B2,2025-01-17 17:07:00,2025-01-17 18:30:00,Friday,bike,salesday,1,9
B1,2025-01-17 17:12:00,2025-01-17 20:04:00,Friday,bike,salesday,1,14
C3,2025-01-17 17:13:00,2025-01-17 19:06:00,Friday,car,salesday,1,11
C1,2025-01-17 17:16:00,2025-01-17 18:29:00,Friday,car,salesday,1,15
C1,2025-01-17 17:34:00,2025-01-17 20:18:00,Friday,car,salesday,1,26
C3,2025-01-17 17:36:00,2025-01-17 18:06:00,Friday,car,salesday,1,15
B2,2025-01-17 20:40:00,2025-01-17 21:44:00,Friday,bike,salesday,1,25
C1,2025-01-17 21:00:00,2025-01-17 22:27:00,Friday,car,salesday,1,4
B1,2025-01-17 21:54:00,2025-01-17 23:56:00,Friday,bike,salesday,1,5
C3,2025-01-17 21:58:00,2025-01-17 23:04:00,Friday,car,salesday,1,0
A1,2025-01-17 22:11:00,2025-01-18 00:33:00,Friday,abled,salesday,1,4
C3,2025-01-17 22:31:00,2025-01-17 23:58:00,Friday,car,salesday,1,5
C2,2025-01-17 23:36:00,2025-01-18 01:47:00,Friday,car,salesday,1,3
C2,2025-01-18 00:07:00,2025-01-18 01:38:00,Saturday,car,festival,1,1
C1,2025-01-18 01:22:00,2025-01-18 03:53:00,Saturday,car,festival,1,3
C2,2025-01-18 01:32:00,2025-01-18 02:14:00,Saturday,car,festival,1,1
B2,2025-01-18 02:43:00,2025-01-18 04:03:00,Saturday,bike,festival,1,3
A1,2025-01-18 02:47:00,2025-01-18 03:22:00,Saturday,abled,festival,1,4
C1,2025-01-18 03:25:00,2025-01-18 05:03:00,Saturday,car,festival,1,1
B2,2025-01-18 03:28:00,2025-01-18 05:00:00,Saturday,bike,festival,1,0
B1,2025-01-18 04:33:00,2025-01-18 06:51:00,Saturday,bike,festival,1,0
C2,2025-01-18 04:42:00,2025-01-18 06:20:00,Saturday,car,festival,1,3
C2,2025-01-18 05:19:00,2025-01-18 06:41:00,Saturday,car,festival,1,1
B1,2025-01-18 05:21:00,2025-01-18 06:18:00,Saturday,bike,festival,1,2
C2,2025-01-18 05:54:00,2025-01-18 06:45:00,Saturday,car,festival,1,5
C2,2025-01-18 06:16:00,2025-01-18 08:18:00,Saturday,car,festival,1,22
B2,2025-01-18 06:34:00,2025-01-18 09:16:00,Saturday,bike,festival,1,21
C3,2025-01-18 06:53:00,2025-01-18 08:25:00,Saturday,car,festival,1,15
C1,2025-01-18 08:34:00,2025-01-18 09:47:00,Saturday,car,festival,1,16
A1,2025-01-18 09:14:00,2025-01-18 11:16:00,Saturday,abled,festival,1,10
C2,2025-01-18 10:05:00,2025-01-18 12:15:00,Saturday,car,festival,1,11
B1,2025-01-18 11:15:00,2025-01-18 12:26:00,Saturday,bike,festival,1,7
C3,2025-01-18 11:18:00,2025-01-18 14:07:00,Saturday,car,festival,1,18
C1,2025-01-18 12:03:00,2025-01-18 12:37:00,Saturday,car,festival,1,10
B2,2025-01-18 12:21:00,2025-01-18 14:32:00,Saturday,bike,festival,1,24
B2,2025-01-18 12:52:00,2025-01-18 14:52:00,Saturday,bike,festival,1,6
B2,2025-01-18 13:19:00,2025-01-18 14:31:00,Saturday,bike,festival,1,24
C1,2025-01-18 13:20:00,2025-01-18 16:04:00,Saturday,car,festival,1,22
B1,2025-01-18 13:41:00,2025-01-18 16:00:00,Saturday,bike,festival,1,7
A1,2025-01-18 13:54:00,2025-01-18 14:55:00,Saturday,abled,festival,1,12
B2,2025-01-18 13:55:00,2025-01-18 16:11:00,Saturday,bike,festival,1,6
C2,2025-01-18 15:01:00,2025-01-18 16:26:00,Saturday,car,festival,1,18
C1,2025-01-18 15:33:00,2025-01-18 16:14:00,Saturday,car,festival,1,16
A1,2025-01-18 16:35:00,2025-01-18 18:19:00,Saturday,abled,festival,1,13
C1,2025-01-18 16:46:00,2025-01-18 18:59:00,Saturday,car,festival,1,9
C1,2025-01-18 16:50:00,2025-01-18 18:44:00,Saturday,car,festival,1,20
C3,2025-01-18 17:41:00,2025-01-18 19:27:00,Saturday,car,festival,1,7
C1,2025-01-18 17:45:00,2025-01-18 20:45:00,Saturday,car,festival,1,9
A1,2025-01-18 18:07:00,2025-01-18 20:07:00,Saturday,abled,festival,1,18
C3,2025-01-18 18:40:00,2025-01-18 20:42:00,Saturday,car,festival,1,17
C2,2025-01-18 18:47:00,2025-01-18 20:53:00,Saturday,car,festival,1,15
C1,2025-01-18 18:57:00,2025-01-18 21:03:00,Saturday,car,festival,1,27
B1,2025-01-18 19:00:00,2025-01-18 20:38:00,Saturday,bike,festival,1,26
C3,2025-01-18 21:02:00,2025-01-18 23:10:00,Saturday,car,festival,1,15
C2,2025-01-18 21:03:00,2025-01-18 22:58:00,Saturday,car,festival,1,21
A1,2025-01-18 21:31:00,2025-01-18 23:50:00,Saturday,abled,festival,1,14
B2,2025-01-18 21:43:00,2025-01-19 00:20:00,Saturday,bike,festival,1,18
C2,2025-01-18 22:12:00,2025-01-19 00:05:00,Saturday,car,festival,1,16
B2,2025-01-18 22:52:00,2025-01-19 01:48:00,Saturday,bike,festival,1,29
C3,2025-01-18 23:04:00,2025-01-19 00:31:00,Saturday,car,festival,1,5
B1,2025-01-18 23:45:00,2025-01-19 01:36:00,Saturday,bike,festival,1,1
A1,2025-01-19 00:31:00,2025-01-19 01:59:00,Sunday,abled,regular,0,4
C1,2025-01-19 01:28:00,2025-01-19 03:11:00,Sunday,car,regular,0,1
C1,2025-01-19 01:30:00,2025-01-19 03:08:00,Sunday,car,regular,0,2
C1,2025-01-19 01:44:00,2025-01-19 02:52:00,Sunday,car,regular,0,4
A1,2025-01-19 01:58:00,2025-01-19 04:34:00,Sunday,abled,regular,0,2
C1,2025-01-19 02:21:00,2025-01-19 04:43:00,Sunday,car,regular,0,1
A1,2025-01-19 02:40:00,2025-01-19 04:38:00,Sunday,abled,regular,0,5
B2,2025-01-19 02:53:00,2025-01-19 05:04:00,Sunday,bike,regular,0,0
C2,2025-01-19 03:00:00,2025-01-19 05:20:00,Sunday,car,regular,0,0
C1,2025-01-19 03:23:00,2025-01-19 04:19:00,Sunday,car,regular,0,3
A1,2025-01-19 03:54:00,2025-01-19 05:15:00,Sunday,abled,regular,0,4
B1,2025-01-19 04:03:00,2025-01-19 05:11:00,Sunday,bike,regular,0,3
B2,2025-01-19 05:37:00,2025-01-19 08:33:00,Sunday,bike,regular,0,5
A1,2025-01-19 05:42:00,2025-01-19 06:23:00,Sunday,abled,regular,0,1
B1,2025-01-19 07:32:00,2025-01-19 09:00:00,Sunday,bike,regular,0,3
A1,2025-01-19 08:33:00,2025-01-19 09:42:00,Sunday,abled,regular,0,4
B2,2025-01-19 09:12:00,2025-01-19 09:47:00,Sunday,bike,regular,0,5
C1,2025-01-19 09:38:00,2025-01-19 10:36:00,Sunday,car,regular,0,0
B2,2025-01-19 10:24:00,2025-01-19 11:15:00,Sunday,bike,regular,0,22
C3,2025-01-19 11:55:00,2025-01-19 12:54:00,Sunday,car,regular,0,30
A1,2025-01-19 12:19:00,2025-01-19 13:08:00,Sunday,abled,regular,0,16
C1,2025-01-19 12:34:00,2025-01-19 14:33:00,Sunday,car,regular,0,8
C3,2025-01-19 12:44:00,2025-01-19 14:00:00,Sunday,car,regular,0,10
C2,2025-01-19 12:52:00,2025-01-19 15:04:00,Sunday,car,regular,0,9
B2,2025-01-19 13:28:00,2025-01-19 16:24:00,Sunday,bike,regular,0,3
A1,2025-01-19 14:01:00,2025-01-19 15:45:00,Sunday,abled,regular,0,5
B2,2025-01-19 14:04:00,2025-01-19 16:36:00,Sunday,bike,regular,0,1
C1,2025-01-19 14:12:00,2025-01-19 17:02:00,Sunday,car,regular,0,4
C1,2025-01-19 14:26:00,2025-01-19 15:53:00,Sunday,car,regular,0,3
B2,2025-01-19 15:06:00,2025-01-19 15:47:00,Sunday,bike,regular,0,1
C1,2025-01-19 15:09:00,2025-01-19 17:20:00,Sunday,car,regular,0,4
C1,2025-01-19 16:01:00,2025-01-19 18:53:00,Sunday,car,regular,0,3
C2,2025-01-19 16:08:00,2025-01-19 18:19:00,Sunday,car,regular,0,5
A1,2025-01-19 16:40:00,2025-01-19 18:35:00,Sunday,abled,regular,0,0
B2,2025-01-19 17:09:00,2025-01-19 18:56:00,Sunday,bike,regular,0,28
C3,2025-01-19 17:15:00,2025-01-19 19:24:00,Sunday,car,regular,0,22
C1,2025-01-19 17:47:00,2025-01-19 19:37:00,Sunday,car,regular,0,14
C3,2025-01-19 19:03:00,2025-01-19 21:09:00,Sunday,car,regular,0,30
C3,2025-01-19 20:42:00,2025-01-19 22:31:00,Sunday,car,regular,0,19
A1,2025-01-19 21:09:00,2025-01-19 22:50:00,Sunday,abled,regular,0,4
B2,2025-01-19 21:17:00,2025-01-19 23:18:00,Sunday,bike,regular,0,0
B1,2025-01-19 21:27:00,2025-01-20 00:09:00,Sunday,bike,regular,0,3
C1,2025-01-19 21:50:00,2025-01-20 00:32:00,Sunday,car,regular,0,2
B1,2025-01-19 22:58:00,2025-01-20 00:23:00,Sunday,bike,regular,0,0
C2,2025-01-20 00:24:00,2025-01-20 03:05:00,Monday,car,regular,0,0
B2,2025-01-20 00:54:00,2025-01-20 02:53:00,Monday,bike,regular,0,4
C1,2025-01-20 01:08:00,2025-01-20 01:50:00,Monday,car,regular,0,0
B1,2025-01-20 01:21:00,2025-01-20 02:09:00,Monday,bike,regular,0,0
C3,2025-01-20 01:59:00,2025-01-20 03:09:00,Monday,car,regular,0,3
C3,2025-01-20 02:03:00,2025-01-20 03:31:00,Monday,car,regular,0,2
B1,2025-01-20 02:16:00,2025-01-20 02:52:00,Monday,bike,regular,0,4
C3,2025-01-20 02:40:00,2025-01-20 03:43:00,Monday,car,regular,0,3
C3,2025-01-20 02:44:00,2025-01-20 03:29:00,Monday,car,regular,0,3
A1,2025-01-20 02:50:00,2025-01-20 03:41:00,Monday,abled,regular,0,2
C3,2025-01-20 04:00:00,2025-01-20 06:21:00,Monday,car,regular,0,0
C1,2025-01-20 04:01:00,2025-01-20 06:45:00,Monday,car,regular,0,5
C3,2025-01-20 04:06:00,2025-01-20 05:49:00,Monday,car,regular,0,2
C1,2025-01-20 05:03:00,2025-01-20 06:30:00,Monday,car,regular,0,0
B1,2025-01-20 05:17:00,2025-01-20 06:12:00,Monday,bike,regular,0,4
C1,2025-01-20 05:37:00,2025-01-20 06:07:00,Monday,car,regular,0,3
C2,2025-01-20 06:20:00,2025-01-20 08:31:00,Monday,car,regular,0,4
A1,2025-01-20 06:42:00,2025-01-20 08:57:00,Monday,abled,regular,0,1
C3,2025-01-20 07:00:00,2025-01-20 07:34:00,Monday,car,regular,0,1
A1,2025-01-20 07:27:00,2025-01-20 08:46:00,Monday,abled,regular,0,3
C3,2025-01-20 08:38:00,2025-01-20 09:12:00,Monday,car,regular,0,1
A1,2025-01-20 09:19:00,2025-01-20 11:44:00,Monday,abled,regular,0,2
B1,2025-01-20 09:49:00,2025-01-20 11:24:00,Monday,bike,regular,0,1
C3,2025-01-20 10:32:00,2025-01-20 11:07:00,Monday,car,regular,0,4
A1,2025-01-20 12:45:00,2025-01-20 15:15:00,Monday,abled,regular,0,2
B1,2025-01-20 12:48:00,2025-01-20 13:39:00,Monday,bike,regular,0,4
C1,2025-01-20 14:11:00,2025-01-20 14:50:00,Monday,car,regular,0,4
C1,2025-01-20 14:35:00,2025-01-20 16:17:00,Monday,car,regular,0,1
C1,2025-01-20 15:39:00,2025-01-20 17:33:00,Monday,car,regular,0,4
C3,2025-01-20 15:56:00,2025-01-20 18:37:00,Monday,car,regular,0,0
C3,2025-01-20 15:57:00,2025-01-20 18:32:00,Monday,car,regular,0,3
B2,2025-01-20 16:26:00,2025-01-20 17:57:00,Monday,bike,regular,0,5
C3,2025-01-20 17:10:00,2025-01-20 19:22:00,Monday,car,regular,0,19
C3,2025-01-20 17:22:00,2025-01-20 18:01:00,Monday,car,regular,0,12
C3,2025-01-20 17:54:00,2025-01-20 20:25:00,Monday,car,regular,0,10
B1,2025-01-20 18:30:00,2025-01-20 21:30:00,Monday,bike,regular,0,14
A1,2025-01-20 19:53:00,2025-01-20 20:31:00,Monday,abled,regular,0,12
C3,2025-01-20 20:17:00,2025-01-20 22:27:00,Monday,car,regular,0,19
C3,2025-01-20 21:03:00,2025-01-20 21:50:00,Monday,car,regular,0,4
B1,2025-01-20 21:14:00,2025-01-20 21:47:00,Monday,bike,regular,0,4
C1,2025-01-20 21:15:00,2025-01-20 23:22:00,Monday,car,regular,0,3
A1,2025-01-20 21:40:00,2025-01-20 22:41:00,Monday,abled,regular,0,3
B2,2025-01-20 22:02:00,2025-01-20 23:41:00,Monday,bike,regular,0,5
C1,2025-01-20 22:06:00,2025-01-20 22:59:00,Monday,car,regular,0,1
A1,2025-01-20 23:20:00,2025-01-21 01:51:00,Monday,abled,regular,0,0
B1,2025-01-20 23:43:00,2025-01-21 02:07:00,Monday,bike,regular,0,2
B2,2025-01-21 00:17:00,2025-01-21 00:56:00,Tuesday,bike,regular,0,4
B1,2025-01-21 01:55:00,2025-01-21 04:35:00,Tuesday,bike,regular,0,2
B2,2025-01-21 05:15:00,2025-01-21 07:28:00,Tuesday,bike,regular,0,5
C1,2025-01-21 05:38:00,2025-01-21 06:35:00,Tuesday,car,regular,0,4
C2,2025-01-21 07:14:00,2025-01-21 08:49:00,Tuesday,car,regular,0,0
C1,2025-01-21 07:18:00,2025-01-21 09:04:00,Tuesday,car,regular,0,2
C1,2025-01-21 10:43:00,2025-01-21 12:28:00,Tuesday,car,regular,0,0
B1,2025-01-21 11:36:00,2025-01-21 13:20:00,Tuesday,bike,regular,0,0
C1,2025-01-21 12:28:00,2025-01-21 13:02:00,Tuesday,car,regular,0,4
C1,2025-01-21 12:50:00,2025-01-21 15:29:00,Tuesday,car,regular,0,1
C2,2025-01-21 13:15:00,2025-01-21 15:36:00,Tuesday,car,regular,0,5
B2,2025-01-21 13:57:00,2025-01-21 15:14:00,Tuesday,bike,regular,0,0
C3,2025-01-21 15:03:00,2025-01-21 17:24:00,Tuesday,car,regular,0,3
C3,2025-01-21 15:42:00,2025-01-21 17:23:00,Tuesday,car,regular,0,1
A1,2025-01-21 17:34:00,2025-01-21 20:31:00,Tuesday,abled,regular,0,9
C3,2025-01-21 17:34:00,2025-01-21 19:22:00,Tuesday,car,regular,0,7
C1,2025-01-21 17:52:00,2025-01-21 18:50:00,Tuesday,car,regular,0,20
C1,2025-01-21 18:13:00,2025-01-21 20:49:00,Tuesday,car,regular,0,16
B1,2025-01-21 18:19:00,2025-01-21 19:02:00,Tuesday,bike,regular,0,5
B2,2025-01-21 19:13:00,2025-01-21 21:33:00,Tuesday,bike,regular,0,23
B2,2025-01-21 20:12:00,2025-01-21 21:35:00,Tuesday,bike,regular,0,23
B1,2025-01-21 21:55:00,2025-01-21 23:49:00,Tuesday,bike,regular,0,1
C2,2025-01-21 22:16:00,2025-01-21 23:47:00,Tuesday,car,regular,0,1
A1,2025-01-21 23:00:00,2025-01-22 01:57:00,Tuesday,abled,regular,0,3
B1,2025-01-21 23:30:00,2025-01-22 00:29:00,Tuesday,bike,regular,0,1
C2,2025-01-22 02:03:00,2025-01-22 03:15:00,Wednesday,car,regular,0,0
C2,2025-01-22 02:42:00,2025-01-22 04:59:00,Wednesday,car,regular,0,5
A1,2025-01-22 02:54:00,2025-01-22 05:36:00,Wednesday,abled,regular,0,1
C1,2025-01-22 03:16:00,2025-01-22 03:52:00,Wednesday,car,regular,0,4
